"Manufacturer","Manufacturer (mega)","Make","Model (Carline)","U.S./Canadian Parts (%)","Foreign Parts (%)","Foreign Parts, Other (%)","Engine Origin","Additional country of Origin for Engine/Motor","Transmission Origin","Additional Country of Origin for the Transmission(s)","Final Assembly","Additional Final Assembly Countries","Vehicle Type on Part 567 Certification Label"
"Audi","Volkswagen Group","Audi","e-tron GT",1,"45% Germany + 29% Poland",25,"Poland","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","RS e-tron GT",1,"47% Germany + 26% Poland",26,"Poland","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A3 40 FWD",0,"52% Germany + 15% Hungary",33,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A3 45 AWD",0,"54% Germany",46,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A4 40",1,"52% Germany",47,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A4 45",1,"48% Germany",51,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A4 allroad 45",1,"47% Germany",52,"Hungary","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","A5 Cabriolet 45",1,"60% Germany",39,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A5 Coupe S line 45",1,"50% Germany",49,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A5 Sportback 40",1,"47% Germany + 15% Hungary",37,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A5 Sportback S line 45",1,"50% Germany",49,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A6 45",1,"49% Germany",50,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A6 55",1,"47% Germany + 19% Hungary",33,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A6 allroad",1,"44% Germany + 18% Hungary",37,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A7 55",1,"44% Germany + 19% Hungary",36,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","A8L 55",1,"44% Germany + 20% Hungary",35,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","Q3 40",1,"28% Hungary + 28% Germany",43,"Hungary","None","Japan","None","Hungary","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q3 S line 45",1,"46% Hungary + 24% Germany",29,"Hungary","None","Japan","None","Hungary","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q4 e-tron 40 RWD",0,"93% Germany",7,"Germany","None","Germany","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q4 e-tron 45",1,"86% Germany",13,"Germany","None","Germany","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q4 e-tron 50",0,"94% Germany",6,"Germany","None","Germany","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q4 e-tron 55",1,"87% Germany",12,"Germany","None","Germany","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q4 e-tron Sportback 50",0,"95% Germany",5,"Germany","None","Germany","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q4 e-tron Sportback 55",1,"88% Germany",11,"Germany","None","Germany","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q5 40",2,"70% Mexico + 20% Germany",8,"Hungary","None","Germany","None","Mexico","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q5 S line 45",2,"78% Mexico + 20% Germany",0,"Mexico","None","Germany","None","Mexico","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q5 S line 55 e",1,"51% Mexico + 42% Germany",6,"Hungary","None","Germany","None","Mexico","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q5 Sportback S line 45",2,"78% Mexico + 19% Germany",1,"Mexico","None","Germany","None","Mexico","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q7 45",1,"31% Slovakia + 22% Hungary",46,"Hungary","None","Hungary","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q7 55",1,"33% Slovakia + 23% Germany",43,"Hungary","None","Hungary","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q8 55",1,"51% Germany + 23% Slovakia",25,"Germany","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q8 e-tron 55",1,"53% Hungary + 16% Germany",30,"Hungary","None","Hungary","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q8 e-tron S line",1,"53% Hungary + 16% Germany",30,"Hungary","None","Hungary","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","Q8 e-tron Sportback",1,"53% Hungary + 16% Germany",30,"Hungary","None","Hungary","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","RS3",1,"48% Germany + 27% Hungary",24,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","RS5 Coupe",1,"39% Germany + 30% Hungary",30,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","RS5 Sportback",1,"39% Germany + 31% Hungary",29,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","RS6 Avant",1,"60% Germany",39,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","RS7",1,"56% Germany",43,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","RS Q8",1,"49% Germany + 26% Slovakia",24,"Germany","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","S3",0,"56% Germany",44,"Hungary","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S4",1,"39% Germany + 30% Hungary",30,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S5 Cabriolet",1,"48% Germany + 25% Hungary",26,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S5 Coupe",1,"39% Germany + 30% Hungary",30,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S5 Sportback",1,"41% Germany + 29% Hungary",29,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S6",1,"37% Germany + 26% Hungary",36,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S7",1,"39% Germany + 26% Hungary",34,"Hungary","None","Hungary","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","S8L",1,"63% Germany",36,"Germany","None","Germany","None","Germany","None","Passenger Car"
"Audi","Volkswagen Group","Audi","SQ5",2,"68% Mexico + 21% Hungary",9,"Hungary","None","Hungary","None","Mexico","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","SQ5 Sportback",2,"68% Mexico + 20% Hungary",10,"Hungary","None","Hungary","None","Mexico","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","SQ7",1,"54% Germany + 26% Slovakia",19,"Germany","None","Germany","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","SQ8",1,"28% Slovakia + 25% Hungary",46,"Hungary","None","Hungary","None","Slovakia","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","SQ8 e-tron",1,"53% Hungary + 16% Germany",30,"Hungary","None","Hungary","None","Belgium","None","Multipurpose Passenger Vehicle"
"Audi","Volkswagen Group","Audi","SQ8 e-tron Sportback",1,"53% Hungary + 16% Germany",30,"Hungary","None","Hungary","None","Belgium","None","Multipurpose Passenger Vehicle"
"Bentley","Volkswagen Group","Bentley","Bentayga V8",0,"65% Germany",35,"Germany","None","Germany","None","United Kingdom","None","Multipurpose Passenger Vehicle"
"Bentley","Volkswagen Group","Bentley","Bentayga EWB V8",0,"64% Germany",36,"Germany","None","Germany","None","United Kingdom","None","Multipurpose Passenger Vehicle"
"Bentley","Volkswagen Group","Bentley","Bentayga Hybrid",0,"50% Germany",50,"Germany","None","Germany","None","United Kingdom","None","Multipurpose Passenger Vehicle"
"Bentley","Volkswagen Group","Bentley","Continental GT V8",0,"68% Germany + 16% United Kingdom",16,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Bentley","Volkswagen Group","Bentley","Continental GT Convertible V8",0,"65% Germany + 15% United Kingdom",20,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Bentley","Volkswagen Group","Bentley","Continental GT Speed",0,"68% Germany",32,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Bentley","Volkswagen Group","Bentley","Continental GT Convertible Speed",0,"66% Germany",34,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Bentley","Volkswagen Group","Bentley","Flying Spur",0,"64% Germany + 15% United Kingdom",21,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Bentley","Volkswagen Group","Bentley","Flying Spur V8",0,"69% Germany + 15% United Kingdom",16,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"Bentley","Volkswagen Group","Bentley","Flying Spur Hybrid",0,"59% Germany + 15% United Kingdom",26,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"BMW AG","BMW Group","BMW","2 Series Coupe/Convertible",8,"24% Germany + 23% Mexico",45,"Austria","None","Germany","None","Mexico","None","Passenger Car"
"BMW AG","BMW Group","BMW","2 Series Gran Coupe",0,"37% Germany",63,"Germany","None","Japan","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","3 Series Sedan",9,"23% Germany + 21% Mexico",47,"Austria","None","Germany","None","Mexico","None","Passenger Car"
"BMW AG","BMW Group","BMW","4 Series Coupe/Convertible",0,"48% Germany",52,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","4 Series Gran Coupe",0,"38% Germany",62,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","5 Series / i5",0,"48% Germany",52,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","7 Series / i7",0,"34% Germany",66,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","8 Series Coupe/Convertible",0,"35% Germany + 16% Other",49,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","8 Series Gran Coupe",0,"35% Germany + 16% Other",49,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","Cooper Clubman",0,"30% Germany + 18% United Kingdom",52,"Germany","None","Germany","Japan (JCW Auto, AWD)","United Kingdom","None","Passenger Car"
"BMW AG","BMW Group","BMW","Cooper Convertible",0,"22% Germany + 16% Poland",62,"United Kingdom","None","Germany","None","Netherlands","None","Passenger Car"
"BMW AG","BMW Group","BMW","Cooper Countryman",0,"25% Germany + 11% Poland",64,"United Kingdom","None","Japan","None","Netherlands","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","Cooper Hard Top 2 Door",0,"30% Germany + 18% United Kingdom",52,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"BMW AG","BMW Group","BMW","Cooper Hard Top 4 Door",0,"30% Germany + 18% United Kingdom",52,"Germany","None","Germany","None","United Kingdom","None","Passenger Car"
"BMW AG","BMW Group","BMW","i4",0,"34% Germany + 18% United Kingdom",48,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","iX",1,"21% Hungary + 16% Germany",62,"Germany","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","M2 Coupe",5,"29% Germany + 16% Mexico",50,"Austria","None","Germany","None","Mexico","None","Passenger Car"
"BMW AG","BMW Group","BMW","M3 Sedan",0,"38% Germany",62,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","M3 CS Sedan",0,"48% Germany",52,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","M8",0,"52% Germany",48,"Germany","None","Germany","None","Germany","None","Passenger Car"
"BMW AG","BMW Group","BMW","X1",0,"34% Germany + 16% United Kingdom",50,"Germany","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X2",0,"35% Germany + 16% Other",49,"Germany","None","Germany","None","Germany","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X3",23,"18% South Africa + 16% Germany",43,"Austria","None","Germany","None","South Africa","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X3",27,0,73,"Austria (4.0, M), United Kingdom (3.0)","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X4",32,0,68,"Austria (4.0, M), United Kingdom (3.0)","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X5",28,"19% Germany",53,"Germany","Austria (4.0, 5.0e)","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X6",30,"21% Germany",49,"Germany","Austria (4.0)","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","X7",25,"23% Germany",52,"Germany","Austria (4.0)","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","XM",21,"26% Germany",53,"Germany","None","Germany","None","United States","None","Multipurpose Passenger Vehicle"
"BMW AG","BMW Group","BMW","Z4",0,"30% Germany + 23% Austria",47,"Austria","None","Germany","None","Austria","None","Passenger Car"
"BMW AG","BMW Group","Toyota","Supra",0,"30% Germany + 26% Austria",44,"Austria","None","Germany","None","Austria","None","Passenger Car"
"Bugatti Automobiles S.A.S.","Volkswagen Group","Bugatti","Chiron Super Sport","N/A","N/A","N/A","Germany","None","United Kingdom","None","France","None","Passenger Car"
"Fiat Chrysler","Stellantis","Alfa Romeo","Giulia",0,"69% Italy",31,"Italy","None","Germany","None","Italy","None","Passenger Car"
"Fiat Chrysler","Stellantis","Alfa Romeo","Stelvio",0,"55% Italy + 13% France",32,"Italy","None","Germany","None","Italy","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Alfa Romeo","Tonale",0,"56% Italy + 12% China",32,"Italy","None","Germany","None","Italy","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Chrysler","Pacifica",66,"22% Mexico",12,"Mexico","United States","United States","None","Canada","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Dodge","Charger BEV",51,"28% Mexico + 17% Hungary",4,"United States","None","United States","None","Canada","None","Passenger Car"
"Fiat Chrysler","Stellantis","Dodge","Durango",69,"22% Mexico",9,"United States","Mexico","United States","Germany","United States","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Dodge","Hornet",0,"56% Italy + 12% Poland",32,"United States","Italy, Poland","United States","Italy","Italy","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Fiat","500E",0,"40% Hungary + 35% Italy",25,"Italy","None","Italy","None","Italy","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Compass",21,"69% Mexico",10,"United States","Italy","United States","None","Mexico","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Gladiator",68,"21% Mexico",11,"United States","Mexico","United States","Japan","United States","None","Truck"
"Fiat Chrysler","Stellantis","Jeep","Grand Cherokee",59,"23% Mexico",18,"United States","Italy, Mexico","United States","Germany","United States","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Grand Cherokee L",59,"23% Mexico",18,"United States","Italy, Mexico","United States","Germany","United States","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Grand Wagoneer",59,"35% Mexico",6,"Mexico","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Wagoneer",59,"35% Mexico",6,"Mexico","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Wagoneer S",24,"48% Mexico + 23% Hungary",5,"United States","None","United States","None","Mexico","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","Jeep","Wrangler 2d, 4d",64,"18% Mexico",18,"United States","Italy, Mexico","United States","Japan, Germany","United States","None","Multipurpose Passenger Vehicle"
"Fiat Chrysler","Stellantis","RAM","Ram 1500",61,"32% Mexico",7,"United States","Mexico","United States","Germany","United States","None","Truck"
"Fiat Chrysler","Stellantis","RAM","Ram 1500 CLASSIC",67,"27% Mexico",6,"United States","Mexico","United States","Germany","United States","None","Truck"
"Ford Motor Company","Ford Motor Company","Ford","Bronco",18,0,82,"Mexico","United States (2.7L, 3.0L)","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Bronco Sport",20,"64% Mexico",16,"United States (2.0L)","Mexico (1.5L)","United States","None","Mexico","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Edge",28,"18% Mexico",54,"United States (2.0L)","Mexico (2.7L)","United States","None","Canada","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Escape",32,"25% Mexico",43,"Mexico (1.5L)","United States (2.0L)","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Escape PHEV",32,"25% Mexico",43,"Mexico (2.5L)","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Expedition",25,"15% Mexico",60,"Mexico","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Explorer",27,0,73,"United States","Mexico (3.0L)","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","F150 EV",24,0,76,"United States","None","United States","None","United States","None","Truck"
"Ford Motor Company","Ford Motor Company","Ford","F150",32,0,68,"United States (2.7L, 5.0L)","Mexico (3.5L)","United States","None","United States","None","Truck"
"Ford Motor Company","Ford Motor Company","Ford","F150",32,0,68,"Mexico (3.5L)","United States (2.7L, 5.0L, 5.2L)","United States","None","United States","None","Truck"
"Ford Motor Company","Ford Motor Company","Ford","Maverick",20,"55% Mexico",25,"Mexico (2.5L)","United States (2.0L)","United States","None","Mexico","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Mustang",60,"17% Mexico",23,"United States (5.0L)","Mexico (2.3L)","United States (10 SPD)","China (6 SPD), Mexico (6 SPD)","United States","None","Passenger Car"
"Ford Motor Company","Ford Motor Company","Ford","Mustang Mach-E",26,"51% China + 18% Mexico",5,"Mexico","China","Japan","None","Mexico","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Ford","Ranger",8,0,92,"United States (2.3L, 2.7L, 3.0L)","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Lincoln","Aviator",27,0,73,"United States","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Lincoln","Corsair",47,"25% Mexico",28,"United States","None","United States","None","United States","None","Passenger Car"
"Ford Motor Company","Ford Motor Company","Lincoln","Corsair PHEV",47,"25% Mexico",28,"Mexico","None","United States","None","United States","None","Passenger Car"
"Ford Motor Company","Ford Motor Company","Lincoln","Nautilus",13,"86% China",1,"China (2.0L)","None","China","None","China","None","Multipurpose Passenger Vehicle"
"Ford Motor Company","Ford Motor Company","Lincoln","Navigator",23,0,77,"Mexico","None","United States","None","United States","None","Multipurpose Passenger Vehicle"
"GM LLC","General Motors","Buick","Enclave",31,"35% Mexico",34,"Mexico","None","United States","Mexico","United States","None","Multipurpose Passenger Vehicle"
"GM LLC","General Motors","Buick","Encore GX",2,"50% South Korea + 18% China",30,"Mexico","South Korea","South Korea","Mexico","South Korea","None","Multipurpose Passenger Vehicle"
"GM LLC","General Motors","Buick","Envista",3,"55% South Korea + 21% Mexico",21,"Mexico","None","Mexico","None","South Korea","None","Multipurpose Passenger Vehicle"
"GM LLC","General Motors","Cadillac","CT4",38,"21% Mexico + 15% China",26,"United States","None","United States","None","United States","None","Passenger Car"
"GM LLC","General Motors","Cadillac","CT5",38,"21% Mexico + 15% China",26,"United States","None","United States","None","United States","None","Passenger Car"
